,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,main_category,subcategory,title,price,rating,reviews,url,main_category_clean,subcategory_clean,price_clean,rating_clean,reviews_clean,price_per_review,value_score,is_popular,is_expensive
0,0,0,0,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Ceiling-Lights-ca-14121.html?bid=81118&from=nav,"30W Smart LED Ceiling Light Dimmable Ceiling Light Fixture 2700K~6500K, RGB Ambient Light Work with Alexa Google Home for Bedroom Living Room",£21.67,5.0,3 reviews,"https://www.banggood.com/30W-Smart-LED-Ceiling-Light-Dimmable-Ceiling-Light-Fixture-2700K~6500K,RGB-Ambient-Light-Work-with-Alexa-Google-Home-for-Bedroom-Living-Room-p-2016798.html?cur_warehouse=CN&rmmds=CategoryLightsPop&trace_id=70db1763848218622",Lights And Lighting,Smart Ceiling Lights,21.67,5.0,3.0,5.4175,0.23073373327180433,True,True
1,1,1,1,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Ceiling-Lights-ca-14121.html?bid=81118&from=nav,Gosund LB12 24W LED Smart Ceiling Light 30cm Wifi Smart Celling Lamp RGB+CW  1920LM Remote Control Voice Control With Alexa & Google Home,£21.67,5.0,1 review,https://www.banggood.com/Gosund-LB12-24W-LED-Smart-Ceiling-Light-30cm-Wifi-Smart-Celling-Lamp-RGB+CW-1920LM-Remote-Control-Voice-Control-With-Alexa-and-Google-Home-p-2024508.html?cur_warehouse=CN&ID=6137029&rmmds=CategoryLightsPop&trace_id=70db1763848218622,Lights And Lighting,Smart Ceiling Lights,21.67,5.0,1.0,10.835,0.23073373327180433,True,True
2,2,2,2,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Ceiling-Lights-ca-14121.html?bid=81118&from=nav,LIXINCORDA 24W 30cm Smart RGBCW LED Ceiling Light Works with Tuya WiFi APP Voice Control LED Ceiling Light Dimmable Music Sync Round Ceiling Light Ambient Light for Living Room Bedroom,£25.54,4.6,5 reviews,https://www.banggood.com/LIXINCORDA-24W-30cm-Smart-RGBCW-LED-Ceiling-Light-Works-with-Tuya-WiFi-APP-Voice-Control-LED-Ceiling-Light-Dimmable-Music-Sync-Round-Ceiling-Light-Ambient-Light-for-Living-Room-Bedroom-p-2022766.html?cur_warehouse=CN&ID=6146829&rmmds=CategoryLightsPop&trace_id=70db1763848218622,Lights And Lighting,Smart Ceiling Lights,25.54,4.6,5.0,4.256666666666667,0.18010963194988253,True,True
3,3,3,3,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Ceiling-Lights-ca-14121.html?bid=81118&from=nav,Elfeland 24W 30cm Smart LED Ceiling Light RGB+White Light WiFi APP & Voice Control 3000K~6500K Dimmable Works with Alexa & Google,£25.54,,0 review,https://www.banggood.com/Elfeland-24W-30cm-Smart-LED-Ceiling-Light-RGB+White-Light-WiFi-APP-and-Voice-Control-3000K~6500K-Dimmable-Works-with-Alexa-and-Google-p-2038279.html?cur_warehouse=CN&ID=6287845&rmmds=CategoryLightsPop&trace_id=70db1763848218622,Lights And Lighting,Smart Ceiling Lights,25.54,5.0,0.0,25.54,0.19577133907595928,False,True
4,4,4,4,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Ceiling-Lights-ca-14121.html?bid=81118&from=nav,Elfeland 30W Smart RGB Ceiling Light with WiFi Bluetooth Remote Control Dimmable APP & Voice Control Compatible With Alexa Google Assistant,£30.96,5.0,2 reviews,https://www.banggood.com/Elfeland-30W-Smart-RGB-Ceiling-Light-with-WiFi-Bluetooth-Remote-Control-Dimmable-APP-and-Voice-Control-Compatible-With-Alexa-Google-Assistant-p-2035576.html?cur_warehouse=CN&ID=6287845&rmmds=CategoryLightsPop&trace_id=70db1763848218622,Lights And Lighting,Smart Ceiling Lights,30.96,5.0,2.0,10.32,0.16149870801033592,True,True
5,5,5,5,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Ceiling-Lights-ca-14121.html?bid=81118&from=nav,33CM 100W bluetooth WIFI LED Ceiling Light RGB Music Speaker Dimmable Lamp APP Remote Control 110-245V,£47.22,4.66,53 reviews,https://www.banggood.com/33CM-100W-bluetooth-WIFI-LED-Ceiling-Light-RGB-Music-Speaker-Dimmable-Lamp-APP-Remote-Control-110-245V-p-1762845.html?cur_warehouse=CN&rmmds=CategoryLightsPop&trace_id=70db1763848218622,Lights And Lighting,Smart Ceiling Lights,47.22,4.66,53.0,0.8744444444444445,0.0986869970351546,True,True
6,6,6,6,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Ceiling-Lights-ca-14121.html?bid=81118&from=nav,Gosund LB13 20W Smart Ceiling Light 1600LM RGB+CW LED Ceiling Lamp 30cm Voice Control With Alexa & Google Home,£25.54,,0 review,https://www.banggood.com/Gosund-LB13-20W-Smart-Ceiling-Light-1600LM-RGB+CW-LED-Ceiling-Lamp-30cm-Voice-Control-With-Alexa-and-Google-Home-p-2024510.html?cur_warehouse=CN&ID=6287845&rmmds=CategoryLightsPop&trace_id=70db1763848218622,Lights And Lighting,Smart Ceiling Lights,25.54,5.0,0.0,25.54,0.19577133907595928,False,True
7,7,7,7,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Ceiling-Lights-ca-14121.html?bid=81118&from=nav,RGBW LED Ceiling Light Music Speaker Lamp Bluetooth APP + Remote Control Bedroom Smart Ceiling Lamp,£30.96,4.89,132 reviews,https://www.banggood.com/RGBW-LED-Ceiling-Light-Music-Speaker-Lamp-Bluetooth-APP-+-Remote-Control-Bedroom-Smart-Ceiling-Lamp-p-1703965.html?cur_warehouse=CN&rmmds=CategoryLightsPop&trace_id=70db1763848218622,Lights And Lighting,Smart Ceiling Lights,30.96,4.89,132.0,0.23278195488721806,0.1579457364341085,True,True
8,8,8,8,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Ceiling-Lights-ca-14121.html?bid=81118&from=nav,LIXINCORDA 24W WIFI Smart Ceiling Lamp Bluetooth RGBCW Colorful 1920lm Bedroom Lamp Works With Tuya Alexa Google,£21.67,5.0,3 reviews,https://www.banggood.com/LIXINCORDA-24W-WIFI-Smart-Ceiling-Lamp-Bluetooth-RGBCW-Colorful-1920lm-Bedroom-Lamp-Works-With-Tuya-Alexa-Google-p-2023369.html?cur_warehouse=CN&ID=6287845&rmmds=CategoryLightsPop&trace_id=70db1763848218622,Lights And Lighting,Smart Ceiling Lights,21.67,5.0,3.0,5.4175,0.23073373327180433,True,True
9,9,9,9,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Indoor-Lights-ca-14122.html?bid=81118&from=nav,BlitzWill® BW-PLT2 Smart Star Projector with Star & Colorful LED Nebula 6 Theme Film Slides bluetooth Speaker White Noise Alarm APP& Voice Control,£29.02,5.0,8 reviews,https://www.banggood.com/BlitzWill-BW-PLT2-Smart-Star-Projector-with-Star-and-Colorful-LED-Nebula-6-Theme-Film-Slides-bluetooth-Speaker-White-Noise-Alarm-APPand-Voice-Control-p-2040339.html?cur_warehouse=CN&ID=6287845&rmmds=CategoryLightsPop&trace_id=ddb41763847420494,Lights And Lighting,Smart Indoor Lights,29.02,5.0,8.0,3.2244444444444444,0.17229496898690558,True,True
10,10,10,10,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Indoor-Lights-ca-14122.html?bid=81118&from=nav,4/6 Pack TUYA WIFI Smart Wall Lamp RGB Music Sync LED Modern Decor Downlight Simple Wall Light Work With Alexa Google Assistant,£23.22,5.0,1 review,https://www.banggood.com/4-or-6-Pack-TUYA-WIFI-Smart-Wall-Lamp-RGB-Music-Sync-LED-Modern-Decor-Downlight-Simple-Wall-Light-Work-With-Alexa-Google-Assistant-p-2015248.html?cur_warehouse=CN&ID=514326566378&rmmds=CategoryLightsPop&trace_id=ddb41763847420494,Lights And Lighting,Smart Indoor Lights,23.22,5.0,1.0,11.61,0.2153316106804479,True,True
11,11,11,11,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Indoor-Lights-ca-14122.html?bid=81118&from=nav,RGB Pickup Lights Sound Control LED Light Smart App Control Color Rhythm Ambient Lamp For Car/Game Computer Desktop Decorative Light,£6.73,4.56,85 reviews,https://www.banggood.com/RGB-Pickup-Lights-Sound-Control-LED-Light-Smart-App-Control-Color-Rhythm-Ambient-Lamp-For-Car-or-Game-Computer-Desktop-Decorative-Light-p-1984834.html?cur_warehouse=CN&ID=5223026287845&rmmds=CategoryLightsPop&trace_id=ddb41763847420494,Lights And Lighting,Smart Indoor Lights,6.73,4.56,85.0,0.07825581395348838,0.6775631500742941,True,False
12,12,12,12,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Indoor-Lights-ca-14122.html?bid=81118&from=nav,LIXINCORDA Smart LED RGBIC Desktop Lamp Atmosphere Rhythm Pickup Light Bars Bluetooth APP Control Remote Control,£13.85,5.0,2 reviews,https://www.banggood.com/LIXINCORDA-Smart-LED-RGBIC-Desktop-Lamp-Atmosphere-Rhythm-Pickup-Light-Bars-Bluetooth-APP-Control-Remote-Control-p-2027885.html?cur_warehouse=CN&ID=522225&rmmds=CategoryLightsPop&trace_id=ddb41763847420494,Lights And Lighting,Smart Indoor Lights,13.85,5.0,2.0,4.616666666666666,0.36101083032490977,True,False
13,13,13,13,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Indoor-Lights-ca-14122.html?bid=81118&from=nav,10W LED Smart Downlight RGB+CCT 16 Million Colors 2700K~6500K 800 Lumens Works With Alexa Voice Tuya Bluetooth APP Control,£7.73,5.0,2 reviews,https://www.banggood.com/10W-LED-Smart-Downlight-RGB+CCT-16-Million-Colors-2700K~6500K-800-Lumens-Works-With-Alexa-Voice-Tuya-Bluetooth-APP-Control-p-2023404.html?cur_warehouse=CN&rmmds=CategoryLightsPop&trace_id=ddb41763847420494,Lights And Lighting,Smart Indoor Lights,7.73,5.0,2.0,2.5766666666666667,0.6468305304010349,True,False
14,14,14,14,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Indoor-Lights-ca-14122.html?bid=81118&from=nav,Elfeland P50 Wifi Holographic Fan 3D Advertising Machine 576 LED Sign Neon Smart HD Player Support Video Picture Logo Holographic Light EU Plug,£100.63,5.0,8 reviews,https://www.banggood.com/Elfeland-P50-Wifi-Holographic-Fan-3D-Advertising-Machine-576-LED-Sign-Neon-Smart-HD-Player-Support-Video-Picture-Logo-Holographic-Light-EU-Plug-p-2007574.html?cur_warehouse=CN&rmmds=CategoryLightsPop&trace_id=ddb41763847420494,Lights And Lighting,Smart Indoor Lights,100.63,5.0,8.0,11.181111111111111,0.049686972075921695,True,True
15,15,15,15,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Indoor-Lights-ca-14122.html?bid=81118&from=nav,LIXINCORDA Smart RGBIC LED Triangle Light Panels Music Sync APP/Remote/Voice Control With Alexa & Google Wall Art & Room Decor,£13.15,5.0,2 reviews,https://www.banggood.com/LIXINCORDA-Smart-RGBIC-LED-Triangle-Light-Panels-Music-Sync-APP-or-Remote-or-Voice-Control-With-Alexa-and-Google-Wall-Art-and-Room-Decor-p-2023680.html?cur_warehouse=CN&ID=522199&rmmds=CategoryLightsPop&trace_id=ddb41763847420494,Lights And Lighting,Smart Indoor Lights,13.15,5.0,2.0,4.383333333333334,0.38022813688212925,True,False
16,16,16,16,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Indoor-Lights-ca-14122.html?bid=81118&from=nav,LIXINCORDA Smart RGBIC Hexagonal LED Light Panels Music Sync APP/Remote/Voice Control With Alexa Google,£21.67,5.0,3 reviews,https://www.banggood.com/LIXINCORDA-Smart-RGBIC-Hexagonal-LED-Light-Panels-Music-Sync-APP-or-Remote-or-Voice-Control-With-Alexa-Google-p-2023683.html?cur_warehouse=CN&ID=522199&rmmds=CategoryLightsPop&trace_id=ddb41763847420494,Lights And Lighting,Smart Indoor Lights,21.67,5.0,3.0,5.4175,0.23073373327180433,True,True
17,17,17,17,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Indoor-Lights-ca-14122.html?bid=81118&from=nav,9W Tuya WIFI Smart RGB LED Wall Lamp Outdoor Waterproof Cube RGBW APP Dimming Exterior Wall Light Atmosphere Washer Light,£25.54,2.0,2 reviews,https://www.banggood.com/9W-Tuya-WIFI-Smart-RGB-LED-Wall-Lamp-Outdoor-Waterproof-Cube-RGBW-APP-Dimming-Exterior-Wall-Light-Atmosphere-Washer-Light-p-2010430.html?cur_warehouse=CN&rmmds=CategoryLightsPop&trace_id=ddb41763847420494,Lights And Lighting,Smart Indoor Lights,25.54,2.0,2.0,8.513333333333334,0.07830853563038372,True,True
18,18,18,18,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Indoor-Lights-ca-14122.html?bid=81118&from=nav,Conch RGB LED Night Light Wake Up Lamp Sleep Light Smart Atmosphere Lamp Blue Tooth Clock Alarm speaker with Stereo BT Speaker,£30.96,,0 review,https://www.banggood.com/Conch-RGB-LED-Night-Light-Wake-Up-Lamp-Sleep-Light-Smart-Atmosphere-Lamp-Blue-Tooth-Clock-Alarm-speaker-with-Stereo-BT-Speaker-p-2003047.html?cur_warehouse=CN&rmmds=CategoryLightsPop&trace_id=ddb41763847420494,Lights And Lighting,Smart Indoor Lights,30.96,5.0,0.0,30.96,0.16149870801033592,False,True
19,19,19,19,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Indoor-Lights-ca-14122.html?bid=81118&from=nav,Elfeland 6Pack RGBIC Triangle Quantum Light Panels DIY Splicing Wall Lights with Music Sync APP & Remote Control Gaming Atmosphere Lamp,£28.25,,0 review,https://www.banggood.com/Elfeland-6Pack-RGBIC-Triangle-Quantum-Light-Panels-DIY-Splicing-Wall-Lights-with-Music-Sync-APP-and-Remote-Control-Gaming-Atmosphere-Lamp-p-2034454.html?cur_warehouse=CN&ID=566378&rmmds=CategoryLightsPop&trace_id=ddb41763847420494,Lights And Lighting,Smart Indoor Lights,28.25,5.0,0.0,28.25,0.17699115044247787,False,True
20,20,20,20,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Indoor-Lights-ca-14122.html?bid=81118&from=nav,Elfeland 6Pack RGBIC Hexagonal Quantum Light Panels DIY Splicing Wall Lights with Music Sync APP & Remote Control Gaming Atmosphere Lamp,£28.64,,0 review,https://www.banggood.com/Elfeland-6Pack-RGBIC-Hexagonal-Quantum-Light-Panels-DIY-Splicing-Wall-Lights-with-Music-Sync-APP-and-Remote-Control-Gaming-Atmosphere-Lamp-p-2034841.html?cur_warehouse=CN&ID=566378&rmmds=CategoryLightsPop&trace_id=ddb41763847420494,Lights And Lighting,Smart Indoor Lights,28.64,5.0,0.0,28.64,0.17458100558659218,False,True
21,21,21,21,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Indoor-Lights-ca-14122.html?bid=81118&from=nav,LIXINCORDA 1.1m Smart RGB Ambient Floor Lamp Rhythm Pickup WiFi & Bluetooth Remote Control LED Floor Lamp,£20.89,,0 review,https://www.banggood.com/LIXINCORDA-1_1m-Smart-RGB-Ambient-Floor-Lamp-Rhythm-Pickup-WiFi-and-Bluetooth-Remote-Control-LED-Floor-Lamp-p-2036242.html?cur_warehouse=CN&ID=6330081&rmmds=CategoryLightsPop&trace_id=ddb41763847420494,Lights And Lighting,Smart Indoor Lights,20.89,5.0,0.0,20.89,0.23934897079942555,False,True
22,22,22,22,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Indoor-Lights-ca-14122.html?bid=81118&from=nav,Elfeland Smart RGB Pickup Light with Remote Control USB Music Rhythm Light for Room Bar Desktop Christmas Atmosphere Lamp Decor,£20.12,,0 review,https://www.banggood.com/Elfeland-Smart-RGB-Pickup-Light-with-Remote-Control-USB-Music-Rhythm-Light-for-Room-Bar-Desktop-Christmas-Atmosphere-Lamp-Decor-p-2043069.html?cur_warehouse=CN&ID=566378&rmmds=CategoryLightsPop&trace_id=ddb41763847420494,Lights And Lighting,Smart Indoor Lights,20.12,5.0,0.0,20.12,0.24850894632206758,False,True
23,23,23,23,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Indoor-Lights-ca-14122.html?bid=81118&from=nav,WIFI Smart LED Desktop Ambient Night Light RGBIC USB Desk Lamp with App Dimmable Color Change for Bedroom Game Room Study,£21.67,4.0,4 reviews,https://www.banggood.com/WIFI-Smart-LED-Desktop-Ambient-Night-Light-RGBIC-USB-Desk-Lamp-with-App-Dimmable-Color-Change-for-Bedroom-Game-Room-Study-p-1995942.html?cur_warehouse=CN&ID=6287830&rmmds=CategoryLightsPop&trace_id=ddb41763847420494,Lights And Lighting,Smart Indoor Lights,21.67,4.0,4.0,4.3340000000000005,0.18458698661744347,True,True
24,24,24,24,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Indoor-Lights-ca-14122.html?bid=81118&from=nav,Multi-function 3 In 1 LED Night Light APP Control RGB Atmosphere Desk Lamp Smart Multifunctional Wireless Charger Alarm Clock,£30.96,,0 review,https://www.banggood.com/Multi-function-3-In-1-LED-Night-Light-APP-Control-RGB-Atmosphere-Desk-Lamp-Smart-Multifunctional-Wireless-Charger-Alarm-Clock-p-2011557.html?cur_warehouse=CN&rmmds=CategoryLightsPop&trace_id=ddb41763847420494,Lights And Lighting,Smart Indoor Lights,30.96,5.0,0.0,30.96,0.16149870801033592,False,True
25,25,25,25,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Indoor-Lights-ca-14122.html?bid=81118&from=nav,BlitzWill® BW-PLT1 Smart Star Projector Upgraded Version with Star + Colorful LED Nebula  Sync With Music Smart APP Control Timing & Countdown Voice Control with Alexa,£27.86,4.91,321 reviews,https://www.banggood.com/BlitzWill-BW-PLT1-Smart-Star-Projector-Upgraded-Version-with-Star-+-Colorful-LED-Nebula-Sync-With-Music-Smart-APP-Control-Timing-and-Countdown-Voice-Control-with-Alexa-p-2041579.html?cur_warehouse=CN&ID=6287845&rmmds=CategoryLightsPop&trace_id=ddb41763847420494,Lights And Lighting,Smart Indoor Lights,27.86,4.91,321.0,0.08652173913043477,0.17623833452979182,True,True
26,26,26,26,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Strips-ca-14120.html?bid=81118&from=nav,LIXINCORDA 5m~20m Smart RGBIC LED String Lights Music Sync IP68 Waterproof APP/Remote/Voice Control With Alexa/Google Christmas Decoration,£7.73,4.93,14 reviews,https://www.banggood.com/LIXINCORDA-5m~20m-Smart-RGBIC-LED-String-Lights-Music-Sync-IP68-Waterproof-APP-or-Remote-or-Voice-Control-With-Alexa-or-Google-Christmas-Decoration-p-2023681.html?cur_warehouse=CN&ID=44707&rmmds=CategoryLightsPop&trace_id=ddb41763847447388,Lights And Lighting,Smart Strips,7.73,4.93,14.0,0.5153333333333333,0.6377749029754204,True,False
27,27,27,27,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Strips-ca-14120.html?bid=81118&from=nav,BlitzWill® BW-SS1 Smart Outdoor Eaves Light 14.5m LED String Music Sync Works With Alexa & Google Assistant Waterproof for Halloween & Christmas Decorations,£20.12,5.0,10 reviews,https://www.banggood.com/BlitzWill-BW-SS1-Smart-Outdoor-Eaves-Light-14_5m-LED-String-Music-Sync-Works-With-Alexa-and-Google-Assistant-Waterproof-for-Halloween-and-Christmas-Decorations-p-2025948.html?cur_warehouse=CN&ID=47184&rmmds=CategoryLightsPop&trace_id=ddb41763847447388,Lights And Lighting,Smart Strips,20.12,5.0,10.0,1.829090909090909,0.24850894632206758,True,True
28,28,28,28,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Strips-ca-14120.html?bid=81118&from=nav,Elfeland RGB LED Strip Kit 5050 Bluetooth Remote Control 5V 30 LEDs/m Adhesive Flexible Cuttable Strip Lights IP20 for Home Decor 1m 2m 5m 10m,£6.19,5.0,2 reviews,https://www.banggood.com/Elfeland-RGB-LED-Strip-Kit-5050-Bluetooth-Remote-Control-5V-30-LEDs-or-m-Adhesive-Flexible-Cuttable-Strip-Lights-IP20-for-Home-Decor-1m-2m-5m-10m-p-2023412.html?cur_warehouse=CN&ID=45763&rmmds=CategoryLightsPop&trace_id=ddb41763847447388,Lights And Lighting,Smart Strips,6.19,5.0,2.0,2.0633333333333335,0.8077544426494345,True,False
29,29,29,29,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Strips-ca-14120.html?bid=81118&from=nav,LIXINCORDA Smart LED RGB Neon Strip Lights Bluetooth Color Changing Lights LED Silicone Neon Strip Lights WiFi+Bluetooth APP Control Light Strips,£13.15,5.0,5 reviews,https://www.banggood.com/LIXINCORDA-Smart-LED-RGB-Neon-Strip-Lights-Bluetooth-Color-Changing-Lights-LED-Silicone-Neon-Strip-Lights-WiFi+Bluetooth-APP-Control-Light-Strips-p-2022761.html?cur_warehouse=CN&ID=45763&rmmds=CategoryLightsPop&trace_id=ddb41763847447388,Lights And Lighting,Smart Strips,13.15,5.0,5.0,2.191666666666667,0.38022813688212925,True,False
30,30,30,30,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Strips-ca-14120.html?bid=81118&from=nav,LIXINCORDA Smart RGB LED Curtain Light Strings Bluetooth APP Control Remote Control IP68 Waterproof Holidays Wedding Decorations,£26.31,,0 review,https://www.banggood.com/LIXINCORDA-Smart-RGB-LED-Curtain-Light-Strings-Bluetooth-APP-Control-Remote-Control-IP68-Waterproof-Holidays-Wedding-Decorations-p-2027887.html?cur_warehouse=CN&ID=6330498&rmmds=CategoryLightsPop&trace_id=ddb41763847447388,Lights And Lighting,Smart Strips,26.31,5.0,0.0,26.31,0.19004180919802358,False,True
31,31,31,31,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Strips-ca-14120.html?bid=81118&from=nav,5m 10m Smart Neon Strip RGB LED Neon Light Strip Kit IP67 Waterproof  24V 12W/M Ra92 Flexible LED Strip APP & Remote Control,£20.12,4.22,9 reviews,https://www.banggood.com/5m-10m-Smart-Neon-Strip-RGB-LED-Neon-Light-Strip-Kit-IP67-Waterproof-24V-12W-or-M-Ra92-Flexible-LED-Strip-APP-and-Remote-Control-p-2023443.html?cur_warehouse=CN&ID=44708&rmmds=CategoryLightsPop&trace_id=ddb41763847447388,Lights And Lighting,Smart Strips,20.12,4.22,9.0,2.012,0.20974155069582504,True,True
32,32,32,32,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Strips-ca-14120.html?bid=81118&from=nav,LIXINCORDA 49ft 33LED/ 32.8ft 20LED Smart RGB LED String Lights Outdoor IP65 Waterproof APP/Remote Control Music Sync Patio & Garden Lights,£15.48,5.0,1 review,https://www.banggood.com/LIXINCORDA-49ft-33LED-or-32_8ft-20LED-Smart-RGB-LED-String-Lights-Outdoor-IP65-Waterproof-APP-or-Remote-Control-Music-Sync-Patio-and-Garden-Lights-p-2023675.html?cur_warehouse=CN&ID=6329701&rmmds=CategoryLightsPop&trace_id=ddb41763847447388,Lights And Lighting,Smart Strips,15.48,5.0,1.0,7.74,0.32299741602067183,True,False
33,33,33,33,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Strips-ca-14120.html?bid=81118&from=nav,Gosund SL2/SL3 5M/10M RGB Smart Light Strips WiFi Bluetooth Intelligent Lamp Strip for Living Room Kitchen Bedroom TV Backlight,£23.22,,0 review,https://www.banggood.com/Gosund-SL2-or-SL3-5M-or-10M-RGB-Smart-Light-Strips-WiFi-Bluetooth-Intelligent-Lamp-Strip-for-Living-Room-Kitchen-Bedroom-TV-Backlight-p-2024506.html?cur_warehouse=CN&ID=44707&rmmds=CategoryLightsPop&trace_id=ddb41763847447388,Lights And Lighting,Smart Strips,23.22,5.0,0.0,23.22,0.2153316106804479,False,True
34,34,34,34,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Strips-ca-14120.html?bid=81118&from=nav,Elfeland 5m Smart Camping Light Strip APP Control Rechargeable Waterproof LED Night Light 16M Colors Music Sync Timer Portable Outdoor Lamp,£10.83,,0 review,https://www.banggood.com/Elfeland-5m-Smart-Camping-Light-Strip-APP-Control-Rechargeable-Waterproof-LED-Night-Light-16M-Colors-Music-Sync-Timer-Portable-Outdoor-Lamp-p-2039375.html?cur_warehouse=CN&ID=6287845&rmmds=CategoryLightsPop&trace_id=ddb41763847447388,Lights And Lighting,Smart Strips,10.83,5.0,0.0,10.83,0.4616805170821791,False,False
35,35,35,35,https://www.banggood.com/Wholesale-Lights-and-Lighting-ca-14001.html?bid=210710&from=nav,https://www.banggood.com/Wholesale-Smart-Bulbs-ca-14119.html?bid=81118&from=nav,Gosund WB6 E14 Smart Bulb 450LM RGB+CW Smart Light APP Control Voice Control With Alexa Google Home,£8.51,5.0,1 review,https://www.banggood.com/Gosund-WB6-E14-Smart-Bulb-450LM-RGB+CW-Smart-Light-APP-Control-Voice-Control-With-Alexa-Google-Home-p-2024507.html?cur_warehouse=CN&ID=515608&rmmds=CategoryLightsPop&trace_id=662f1763850417950,Lights And Lighting,Smart Bulbs,8.51,5.0,1.0,4.255,0.5875440658049353,True,False
